Population Number | Heuristic | Fitness | NaN Count | Number of valid samples
1 | (abs (+ (abs (abs (/ -4.8 rate))) -7.0)) | 0.00014489351132009612 | 947054 | 45739525
2 | (+ (neg (max icmp urg_count)) (- (neg (abs -6.9)) 1.2)) | 0.24263918192439385 | 0 | 46686579
2 | (abs (* -5.8 (max (- (sqr 8.0) (neg avg)) 7.9))) | 0.31819316943640485 | 0 | 46686579
2 | (neg (* (neg (sqrt (+ smtp rst_flag_number))) (abs std))) | 0.0037756862893847634 | 0 | 46686579
2 | (max (sqrt duration) (abs (sqrt (sqrt -2.7)))) | 0.5521429376891598 | 0 | 46686579
2 | (/ 2.2 -7.5) | 1.3371262483411987e-05 | 0 | 46686579
2 | (- covariance ipv) | 0.2939407459725439 | 0 | 46686579
2 | (+ (neg (neg (abs radius))) (- (neg (abs max)) 1.2)) | 0.4342754555649444 | 0 | 46686579
2 | (abs (* urg_count (max (sqrt (/ -1.2 fin_flag_number)) 7.9))) | 0.24294639774598678 | 0 | 46686579
2 | (abs (abs (- (min psh_flag_number 7.9) dhcp))) | 0.03835355467442157 | 0 | 46686579
2 | (neg (* (sqr (sqr (abs (sqrt 8.2)))) (abs std))) | 0.4459755285483002 | 0 | 46686579
2 | (+ (neg (neg (abs radius))) (- (neg (abs -6.9)) 8.4)) | 0.4454490714947173 | 0 | 46686579
2 | (min (* (abs ssh) (sqr (sqrt (sqr (sqrt 9.5))))) cwr_flag_number) | 0.0 | 0 | 46686579
2 | (+ -3.1 (* avg (max (/ (neg syn_count) fin_flag_number) fin_count))) | 0.0 | 28791309 | 17895270
2 | (+ (min -5.3 3.1) 2.0) | 2.8378831469210945e-05 | 0 | 46686579
2 | (sqr (sqr (min (sqrt arp) (sqr (/ duration http))))) | 0.0026808874237373432 | 405 | 46686174
2 | (neg (sqrt (- (min min (abs (sqrt -9.2))) 0.9))) | 7.391538765743378e-05 | 0 | 46686579
2 | (sqr (neg (sqrt (sqr (* (* -0.6 7.6) -7.9))))) | 0.0 | 0 | 46686579
2 | (neg (sqrt (- (neg (sqrt (abs (min syn_count -2.7)))) 0.9))) | 1.6818223960295642e-05 | 0 | 46686579
2 | (+ -3.1 (* (+ drate srate) (neg dhcp))) | 9.935128575126341e-05 | 0 | 46686579
2 | (+ (sqrt (abs (abs -4.2))) (* avg (neg dhcp))) | 0.00020316094914078384 | 0 | 46686579
3 | (min (/ iat -1.2) cwr_flag_number) | 0.0009978470438110523 | 0 | 46686579
3 | (neg (* rst_flag_number drate)) | 0.0 | 0 | 46686579
3 | (- 3.5 ipv) | 0.00824486278487585 | 0 | 46686579
3 | (+ (neg (neg (abs radius))) (- (neg flow_duration) 1.2)) | 0.2651132371771321 | 0 | 46686579
3 | (neg (sqrt 9.8)) | 3.4696420018929245e-05 | 0 | 46686579
3 | -0.4 | 0.0 | 0 | 46686579
3 | (/ (sqrt (* header_length -1.0)) (/ (neg -6.5) (sqrt 6.4))) | 0.4235256664514002 | 0 | 46686579
3 | (neg (- (abs (- -1.4 -7.2)) (sqrt ack_flag_number))) | 0.3418300518028388 | 0 | 46686579
3 | (* (sqrt (* -2.8 (+ drate (sqrt -1.8)))) (abs iat)) | 0.0009994485338902805 | 0 | 46686579
3 | (abs (max (neg -6.4) (neg (sqr http)))) | 0.0 | 0 | 46686579
3 | (+ (min (sqrt -9.0) 3.1) 2.0) | 0.0 | 0 | 46686579
3 | (+ (neg (neg (abs radius))) (- (sqr (abs -9.2)) 1.2)) | 0.4454490714950494 | 0 | 46686579
3 | (+ (neg (neg (abs radius))) (max ipv ssh)) | 0.4454487588104893 | 0 | 46686579
3 | 6.5 | 0.0 | 0 | 46686579
3 | (max (sqrt duration) (abs (sqrt (sqrt (sqr (abs icmp)))))) | 0.5520201135538433 | 0 | 46686579
3 | (neg (* (sqr (sqr (abs (sqrt flow_duration)))) (abs std))) | 0.00018629780399770013 | 0 | 46686579
3 | (+ -3.1 (* avg (neg (sqrt (abs (/ 1.1 -0.4)))))) | 0.31819316943647363 | 0 | 46686579
3 | (+ (neg (neg (abs radius))) (sqrt rst_count)) | 0.4570283369601003 | 0 | 46686579
3 | (* (abs (abs (sqr (- (abs -7.7) covariance)))) (abs 9.6)) | 0.050047589792483166 | 0 | 46686579
3 | (abs (abs (neg (min (sqrt -5.4) (abs (sqr drate)))))) | 1.748953962257635e-05 | 0 | 46686579
4 | (/ (sqrt (sqrt header_length)) -7.5) | 0.42649658912765154 | 0 | 46686579
4 | (max (max dhcp protocol_type) (abs (sqrt (sqrt -2.7)))) | 0.02814182609684109 | 0 | 46686579
4 | (/ (sqrt (* header_length -1.0)) (/ (neg tot_size) (sqrt 6.4))) | 0.27877635841495146 | 0 | 46686579
4 | (abs (- (min min (neg 2.3)) (sqrt (- std variance)))) | 0.47308192883523054 | 0 | 46686579
4 | (max (sqrt (sqrt (sqr telnet))) (abs (sqrt (sqrt -2.7)))) | 0.0 | 0 | 46686579
4 | (+ (sqrt (min (abs dns) syn_flag_number)) (max ipv ssh)) | 0.00824486278487585 | 0 | 46686579
4 | (min (/ iat (* (sqr (sqrt irc)) syn_count)) cwr_flag_number) | 0.00013245222957335994 | 324 | 46686255
4 | (- (abs (abs 2.9)) (+ -4.0 (sqrt (abs duration)))) | 0.5520201135528534 | 0 | 46686579
4 | (max (sqr (max -2.6 -2.3)) (abs (sqrt (sqrt -2.7)))) | 1.8655669531889898e-05 | 0 | 46686579
4 | (min (sqrt (* (* tcp -4.4) (sqrt ack_count))) (neg -0.9)) | 0.007764319390719951 | 0 | 46686579
4 | (+ (neg (neg (abs radius))) (- (sqr (abs -9.2)) -8.6)) | 0.44544907149482943 | 0 | 46686579
4 | (neg (sqrt (- (neg (sqrt (abs (min syn_count -2.7)))) rst_flag_number))) | 0.048933653844673464 | 0 | 46686579
4 | (max (sqrt duration) (abs (sqrt 0.6))) | 0.5520962773001934 | 0 | 46686579
4 | (+ (neg (/ (sqr ssh) 3.0)) (max ipv ssh)) | 0.007887853578540596 | 0 | 46686579
4 | (+ (neg (neg (abs tot_size))) (- (sqr (abs -9.2)) 1.2)) | 0.3180287760139858 | 0 | 46686579
4 | (sqrt (* number -1.9)) | 0.07870608813113796 | 0 | 46686579
4 | (/ (sqrt (* -2.4 -1.0)) (/ (neg -6.5) (sqrt 6.4))) | 0.0 | 0 | 46686579
4 | (sqrt (- (sqr (sqr (neg -6.9))) (sqr ssh))) | 0.000993508819522383 | 0 | 46686579
4 | (sqrt (- (min radius (sqrt (sqr urg_count))) -2.6)) | 0.5676149589593135 | 0 | 46686579
4 | (min (/ iat -1.2) -1.5) | 0.0009978548612595258 | 0 | 46686579
5 | (max (sqrt -6.3) (abs (sqrt (sqrt (sqr (abs icmp)))))) | 0.06866983110331071 | 0 | 46686579
5 | (sqrt (- (min radius (sqrt (sqr (- dns -7.3)))) -2.6)) | 0.34745401692722727 | 0 | 46686579
5 | (abs (- (min rst_count (neg 2.3)) (sqrt (- std variance)))) | 0.47308192883523054 | 0 | 46686579
5 | syn_count | 0.10979931062020686 | 0 | 46686579
5 | (abs (- (min -5.9 (neg 2.3)) (sqrt (- std variance)))) | 0.4730819288341317 | 0 | 46686579
5 | (max (sqrt duration) (abs (sqrt (neg ack_count)))) | 0.5520201135538433 | 0 | 46686579
5 | (+ irc (* avg (neg (sqrt (abs (/ 1.1 -0.4)))))) | 0.3181931694617268 | 0 | 46686579
5 | (abs (- (min min (neg 2.3)) (neg -9.9))) | 2.116126331456667e-05 | 0 | 46686579
5 | (sqrt (* iat (sqr (abs (abs (+ (neg 7.8) min)))))) | 0.02541780186843962 | 0 | 46686579
5 | (sqrt (- https -2.6)) | 0.4437957376911913 | 0 | 46686579
5 | (neg (sqrt (- (abs (abs -6.1)) 0.9))) | 7.269894191042552e-06 | 0 | 46686579
5 | (sqr (neg (sqr (abs (sqr weight))))) | 0.5144466531648813 | 0 | 46686579
5 | (sqrt (- (min radius (abs protocol_type)) -2.6)) | 0.22373399321022647 | 0 | 46686579
5 | (abs (- (min min (neg 2.3)) (sqrt (- std 2.9)))) | 0.47560412549124326 | 0 | 46686579
5 | (sqrt (* number 9.8)) | 0.0787060881426474 | 0 | 46686579
5 | (sqrt (* (- -8.1 (sqrt -9.7)) -1.9)) | 0.0 | 0 | 46686579
5 | (- covariance (max (* -3.5 (neg syn_count)) (+ 2.7 ack_flag_number))) | 0.2939403091005345 | 0 | 46686579
5 | (abs (sqrt (* (* -8.9 -9.3) (max -9.9 (sqr duration))))) | 0.538323161305418 | 0 | 46686579
5 | (sqrt (- (min radius (sqrt -2.4)) -2.6)) | 1.4115836803695594e-05 | 0 | 46686579
5 | (max (* syn_flag_number -3.2) -1.8) | 0.07936449640044807 | 0 | 46686579
6 | (sqrt (+ header_length cwr_flag_number)) | 0.4235256664482267 | 0 | 46686579
6 | (sqrt (- (min -5.6 (sqrt (sqr urg_count))) -2.6)) | 0.0 | 0 | 46686579
6 | (neg (abs (neg flow_duration))) | 0.01831847075200384 | 0 | 46686579
6 | (max (sqrt duration) (sqr (neg (sqrt radius)))) | 0.4439987797976017 | 0 | 46686579
6 | (sqrt (- (abs ece_flag_number) -4.1)) | 0.0001886836640488249 | 0 | 46686579
6 | (sqrt (- (min radius (sqrt (sqr (neg smtp)))) -2.6)) | 2.976034343635969e-05 | 0 | 46686579
6 | (neg (sqrt (- (neg (abs (neg (neg -0.3)))) 0.9))) | 2.1411436386426803e-05 | 0 | 46686579
6 | (/ (sqr (sqrt arp)) (abs rst_count)) | 0.0 | 34391148 | 12295431
6 | (max (sqrt duration) (neg 2.5)) | 0.5520201135538433 | 0 | 46686579
6 | (abs (sqrt (* (* -8.9 -9.3) (abs fin_flag_number)))) | 0.04777949570540034 | 0 | 46686579
6 | (neg (sqrt (neg 0.1))) | 1.7383542412742552e-05 | 0 | 46686579
6 | (abs (- (min psh_flag_number (neg 2.3)) (sqrt (- std 2.9)))) | 0.47560412549124326 | 0 | 46686579
6 | (abs (+ (sqrt (neg 4.7)) (neg (neg (sqr http))))) | 0.007036498756899716 | 0 | 46686579
6 | (sqr (neg (sqr (abs duration)))) | 0.3779467583716095 | 0 | 46686579
6 | (sqrt (- (min radius (sqrt 1.7)) -2.6)) | 0.27066283902099286 | 0 | 46686579
6 | (abs (abs min)) | 0.09766980049635997 | 0 | 46686579
6 | (max (sqrt duration) (abs (sqrt (- (abs radius) (sqrt radius))))) | 0.46782838622221073 | 0 | 46686579
6 | min | 0.09766980049635997 | 0 | 46686579
6 | (+ (neg 5.0) (sqr (abs (neg (sqrt -8.5))))) | 0.0 | 0 | 46686579
6 | (max (- (+ rate arp) 5.2) (abs (sqrt 0.6))) | 0.011091162500999115 | 0 | 46686579
7 | (max (sqrt (sqrt (max -7.7 urg_count))) (neg 2.5)) | 0.6324067553204284 | 0 | 46686579
7 | (neg (sqrt (- (neg (abs (min irc srate))) 0.9))) | 6.0094085150766345e-05 | 0 | 46686579
7 | (sqrt (- (min radius (sqrt (sqr urg_count))) (/ 9.5 -10.0))) | 0.5821055460997461 | 0 | 46686579
7 | (neg (abs urg_count)) | 0.2429463977459828 | 0 | 46686579
7 | (max (sqrt duration) (- 1.4 std)) | 0.5521170046825408 | 0 | 46686579
7 | (min 8.4 -1.0) | 0.0 | 0 | 46686579
7 | (abs 4.9) | 0.0 | 0 | 46686579
7 | (- (abs covariance) (sqrt https)) | 0.2939404802026061 | 0 | 46686579
7 | (max (sqrt duration) (abs 6.9)) | 0.5541838214268832 | 0 | 46686579
7 | (sqrt (sqr -8.7)) | 2.8631414118646287e-05 | 0 | 46686579
7 | (abs (- (min min 5.4) (sqrt (- std 2.9)))) | 0.31354048444330346 | 0 | 46686579
7 | (neg (sqrt (sqr -0.7))) | 2.1757858740676843e-05 | 0 | 46686579
7 | (max (sqrt (abs (sqrt (abs weight)))) (abs (sqrt (sqrt -2.7)))) | 0.21457612653346095 | 0 | 46686579
7 | (abs (sqrt (* (* -8.9 -9.3) (max -9.9 -8.0)))) | 1.2978769470760362e-05 | 0 | 46686579
7 | (neg (sqrt (* dhcp (neg 4.0)))) | 0.00020317111866771876 | 0 | 46686579
7 | (sqrt (neg (abs (abs (max irc -9.7))))) | 6.0098780397145736e-05 | 0 | 46686579
7 | (- (abs (abs (* (abs icmp) srate))) ipv) | 0.005265734075919421 | 0 | 46686579
7 | (- 2.4 (+ -4.0 (sqrt (abs duration)))) | 0.5520201135523228 | 0 | 46686579
7 | (neg (sqrt (- (+ (neg protocol_type) -5.1) 0.9))) | 0.016100558262881353 | 0 | 46686579
7 | (+ (neg std) 6.1) | 0.445975528548353 | 0 | 46686579
8 | (/ (sqrt (abs (sqrt -1.6))) (/ (neg -6.5) (sqrt 6.4))) | 2.1199441966759212e-05 | 0 | 46686579
8 | (- (min (sqr (abs -4.8)) (max smtp -3.3)) header_length) | 0.3138407382887002 | 0 | 46686579
8 | (neg (sqrt irc)) | 6.0098780397145736e-05 | 0 | 46686579
8 | (max (sqrt duration) (abs (neg (/ (abs 5.0) 8.2)))) | 0.5520805463288918 | 0 | 46686579
8 | (max (sqrt duration) (neg 7.4)) | 0.5520201135538433 | 0 | 46686579
8 | (max (sqrt (/ (+ -4.1 (neg rate)) -0.7)) (abs 6.9)) | 0.029852878978566255 | 0 | 46686579
8 | (max (- 2.0 (neg tot_sum)) (abs 6.9)) | 0.30811813145192135 | 0 | 46686579
8 | (/ (sqrt (* header_length -1.0)) (/ (neg -6.5) (sqr -4.0))) | 0.4235256664513012 | 0 | 46686579
8 | (sqrt (abs (/ (+ 1.7 (/ radius -5.6)) -8.2))) | 0.46195570943873493 | 0 | 46686579
8 | (sqr (- 5.5 -3.8)) | 0.0 | 0 | 46686579
8 | (max (sqrt (abs (sqrt (/ (neg -6.0) rst_flag_number)))) (abs 6.9)) | 0.0 | 42461223 | 4225356
8 | (sqr -1.3) | 0.0 | 0 | 46686579
8 | (max (sqrt (* duration 1.1)) (neg 2.5)) | 0.5520201135624774 | 0 | 46686579
8 | (min (sqrt cwr_flag_number) (- (sqrt 2.5) (sqr drate))) | 4.3541983615670435e-05 | 0 | 46686579
8 | (max smtp (abs fin_flag_number)) | 0.04777951512009439 | 0 | 46686579
8 | (max (sqrt (sqrt (max -7.7 urg_count))) (neg (sqr fin_count))) | 0.6324067553204284 | 0 | 46686579
8 | (max (abs (neg (sqrt -4.7))) (abs (sqrt 0.6))) | 6.965478408620056e-05 | 0 | 46686579
8 | (neg (sqrt (abs (abs (abs -2.6))))) | 0.0 | 0 | 46686579
8 | (+ (neg (abs (abs -1.4))) 6.1) | 0.0 | 0 | 46686579
8 | (sqrt (sqrt (/ (neg duration) covariance))) | 0.0 | 32110960 | 14575619
9 | (max (sqrt duration) (sqr (min 4.1 (neg (neg -3.5))))) | 0.3261827495634455 | 0 | 46686579
9 | (max (sqr -6.9) (abs (neg (/ (abs 5.0) 8.2)))) | 2.7632062840508546e-05 | 0 | 46686579
9 | (max (sqrt duration) (sqrt (sqr tcp))) | 0.5520201135538433 | 0 | 46686579
9 | (sqr (sqrt http)) | 0.007036498747207582 | 0 | 46686579
9 | 1.8 | 2.1521194708403744e-05 | 0 | 46686579
9 | (sqrt (- (min radius (sqrt 9.2)) (/ 9.5 -10.0))) | 0.3042932105594386 | 0 | 46686579
9 | (/ (sqrt (* header_length -1.0)) (/ 0.3 (sqrt 6.4))) | 0.42352566645135914 | 0 | 46686579
9 | (+ (sqrt (/ (sqr -3.3) (sqr (min -3.8 llc)))) 6.1) | 0.0 | 0 | 46686579
9 | (sqr (/ drate 3.0)) | 4.5382840147074056e-05 | 0 | 46686579
9 | (sqrt (- (min radius (sqrt (sqr urg_count))) (/ fin_count -10.0))) | 0.603089187274724 | 0 | 46686579
9 | (max (sqrt (sqr telnet)) (abs (neg (/ (abs 5.0) 8.2)))) | 2.2709799866794783e-05 | 0 | 46686579
9 | (max (sqr (* 6.9 -6.1)) (neg 2.5)) | 1.5038975043565354e-05 | 0 | 46686579
9 | (/ (sqrt (neg (sqr std))) (/ (neg -6.5) (sqrt 6.4))) | 0.44597552854830314 | 0 | 46686579
9 | (/ (sqrt (* header_length -7.4)) (/ (neg -6.5) (sqrt 6.4))) | 0.42352566645138257 | 0 | 46686579
9 | (sqrt (sqr cwr_flag_number)) | 0.00013245129929680827 | 0 | 46686579
9 | (neg (sqr (sqrt (sqrt (abs syn_flag_number))))) | 0.07936449640040992 | 0 | 46686579
9 | (abs (max (sqrt -2.7) (neg (min magnitue covariance)))) | 0.25106974763610423 | 0 | 46686579
9 | (+ (min -3.1 (sqrt (+ (sqrt (abs 2.1)) arp))) 6.1) | 0.0 | 0 | 46686579
9 | (sqrt (- (min -3.2 (sqrt (sqr urg_count))) (/ 9.5 -10.0))) | 0.0 | 0 | 46686579
9 | (max (sqrt (min (neg (sqrt srate)) (sqrt variance))) (abs 6.9)) | 0.0 | 0 | 46686579
10 | (sqrt (- (min radius (sqrt (sqr tot_sum))) (/ fin_count -10.0))) | 0.4727497247586834 | 0 | 46686579
10 | (sqr (neg (+ ssh (neg radius)))) | 0.28884926020118823 | 0 | 46686579
10 | (max (sqrt (sqrt (max (abs avg) urg_count))) (neg 2.5)) | 0.3220799733263416 | 0 | 46686579
10 | (+ (neg std) (abs (neg (sqr -9.9)))) | 0.4459755285484768 | 0 | 46686579
10 | (max (max -6.2 8.1) (abs 6.9)) | 5.0767044929397256e-05 | 0 | 46686579
10 | (max (sqrt duration) (abs (/ -0.3 number))) | 0.552024051661183 | 0 | 46686579
10 | (+ (sqrt ack_count) (sqrt (sqrt ack_flag_number))) | 0.26111473705004734 | 0 | 46686579
10 | (max (sqrt duration) (sqr (sqr (neg rst_flag_number)))) | 0.5520201135538433 | 0 | 46686579
10 | (neg (min tot_size -1.9)) | 2.3178056550323405e-05 | 0 | 46686579
10 | (sqrt (- (min radius (neg rate)) (/ fin_count -10.0))) | 0.02723442789866337 | 0 | 46686579
10 | (max (sqrt (* -4.8 (sqr variance))) (abs 6.9)) | 0.0 | 0 | 46686579
10 | (- 8.3 weight) | 0.00016826017534720685 | 0 | 46686579
10 | (abs (- (min min (neg 2.3)) (sqrt (- std 7.6)))) | 0.4766638838933432 | 0 | 46686579
10 | (+ (neg std) (* number (- (sqr 8.4) (sqrt icmp)))) | 0.43726990216096917 | 0 | 46686579
10 | (sqrt (sqr (sqrt (sqrt (abs (min rst_flag_number (neg 4.1))))))) | 1.2808861193741638e-05 | 0 | 46686579
10 | (max (sqrt (abs (abs -1.1))) (- 1.4 std)) | 0.2407212286104345 | 0 | 46686579
10 | (max (sqrt (sqrt (max (neg -7.1) urg_count))) (neg (sqr fin_count))) | 0.5956867669733441 | 0 | 46686579
10 | (max (sqrt (sqrt (max -7.7 urg_count))) flow_duration) | 0.01833175398721729 | 0 | 46686579
10 | (/ (neg (sqrt arp)) (/ (neg -6.5) (sqrt 6.4))) | 0.0035842207300694063 | 0 | 46686579
10 | (sqrt (- (sqr 8.6) (/ fin_count -10.0))) | 0.0412938407408209 | 0 | 46686579
11 | (max (sqrt (/ (neg (sqr rst_flag_number)) -9.8)) (abs 6.9)) | 0.0 | 0 | 46686579
11 | (/ protocol_type (/ (neg -6.5) (sqrt 6.4))) | 0.027287568492641027 | 0 | 46686579
11 | (max (sqrt duration) (- 1.4 (min -0.5 psh_flag_number))) | 0.5522316325192991 | 0 | 46686579
11 | (abs (+ (+ (sqrt irc) (abs (abs 6.8))) -0.5)) | 6.0105351175274524e-05 | 0 | 46686579
11 | (- covariance (/ (/ (neg min) (neg -7.9)) (abs telnet))) | 0.0 | 46686578 | 1
11 | (max (sqrt (sqrt (max -5.0 -4.2))) (neg 2.5)) | 0.0 | 0 | 46686579
11 | (max (neg 9.6) (abs (sqrt (sqrt -2.7)))) | 0.0 | 0 | 46686579
11 | (max (sqrt (neg (abs -1.8))) (neg 2.5)) | 0.0 | 0 | 46686579
11 | (max (sqrt duration) (abs (/ (abs 8.0) (sqrt -8.5)))) | 0.5523656547860923 | 0 | 46686579
11 | (- (abs (sqrt 4.7)) ipv) | 0.00824486275279248 | 0 | 46686579
11 | (max (sqrt (sqrt (max -7.7 (min -4.2 variance)))) (neg 2.5)) | 0.0 | 0 | 46686579
11 | (abs (- (min variance -7.8) (sqrt (- std 7.6)))) | 0.4775073747367305 | 0 | 46686579
11 | (- covariance (neg (neg (abs (sqr 7.1))))) | 0.2939407457228353 | 0 | 46686579
11 | (+ -3.1 (* (max 0.9 max) (neg dhcp))) | 0.00020261541369705224 | 0 | 46686579
11 | (sqr (abs (* drate (sqr variance)))) | 4.068242665935438e-05 | 0 | 46686579
11 | (max (sqrt (neg -3.6)) (abs 6.9)) | 0.0 | 0 | 46686579
11 | (max -8.3 (neg (* 2.8 -3.9))) | 3.231256747844799e-05 | 0 | 46686579
11 | (min -6.4 (sqr (neg (+ (abs -8.3) -8.7)))) | 0.0 | 0 | 46686579
11 | (/ (- (sqr tcp) (sqr ece_flag_number)) (min arp (sqrt -1.9))) | 0.0898249945041084 | 0 | 46686579
11 | (max udp (- header_length tot_sum)) | 0.31266708951077454 | 0 | 46686579
12 | (max (sqrt duration) (sqr (neg (sqr syn_count)))) | 0.006523883572767851 | 0 | 46686579
12 | (max max (abs 4.8)) | 0.4543540046849476 | 0 | 46686579
12 | (max (sqrt (sqrt (sqr -0.9))) (neg 2.5)) | 0.0 | 0 | 46686579
12 | (max -10.0 1.1) | 0.0 | 0 | 46686579
12 | (+ (neg (neg (sqr (abs 9.6)))) 6.1) | 0.0 | 0 | 46686579
12 | (max (sqrt duration) (abs (sqrt (abs (sqrt (min min 2.3)))))) | 0.5521383983800328 | 0 | 46686579
12 | (min (sqrt -2.4) (neg -1.1)) | 1.6501505862207696e-05 | 0 | 46686579
12 | (sqrt (- (abs (neg (max (neg 9.7) (neg 3.2)))) -2.6)) | 2.0086960690568598e-05 | 0 | 46686579
12 | (/ (max (abs (abs (neg (sqr -6.3)))) 4.5) iat) | 0.010087789404019536 | 324 | 46686255
12 | (sqrt (- (min radius (sqrt (sqr urg_count))) (/ rst_flag_number -10.0))) | 0.6032200148652005 | 0 | 46686579
12 | (/ (sqrt (* 2.1 -1.0)) (/ (neg -6.5) (sqrt 6.4))) | 0.0 | 0 | 46686579
12 | (sqr (/ (max -1.8 (neg -4.1)) (/ (abs -5.8) -5.0))) | 0.0 | 0 | 46686579
12 | rate | 0.011088870212332905 | 0 | 46686579
12 | (max (sqrt duration) (abs (sqrt (sqrt (- 2.5 urg_count))))) | 0.5521433367488231 | 0 | 46686579
12 | (max (sqrt (sqrt (sqrt 9.7))) (neg 2.5)) | 0.0 | 0 | 46686579
12 | (sqrt (- (min radius (sqrt (sqr (- dns -7.3)))) -0.5)) | 0.34090430641809016 | 0 | 46686579
12 | (- (abs ipv) (abs (min -1.5 2.2))) | 0.00824486278487585 | 0 | 46686579
12 | (+ (neg std) (sqr (/ ack_flag_number (- -3.2 4.6)))) | 0.4459679464868244 | 0 | 46686579
12 | (max (neg arp) (abs (sqrt 0.6))) | 1.6501505862207696e-05 | 0 | 46686579
12 | (/ (neg (abs -7.0)) (sqr (sqrt 9.5))) | 2.4144742878648267e-05 | 0 | 46686579
13 | (max (sqrt duration) (abs (* dns (neg min)))) | 0.37178827102141004 | 0 | 46686579
13 | (/ (max (sqr (sqrt (sqrt (sqr -8.3)))) protocol_type) -7.5) | 0.05365971910752827 | 0 | 46686579
13 | (/ -6.2 -7.5) | 0.0 | 0 | 46686579
13 | (max (sqrt duration) (abs (sqrt srate))) | 0.027715280635305015 | 0 | 46686579
13 | (max (sqrt std) (abs 6.9)) | 0.44096839918659314 | 0 | 46686579
13 | (max (sqrt (sqrt 2.9)) (abs (/ -0.3 number))) | 2.0826634087077133e-05 | 0 | 46686579
13 | (max (sqrt (sqrt (max (- 3.3 ipv) urg_count))) (neg 2.5)) | 0.6453029687775789 | 0 | 46686579
13 | (sqr (sqrt (* -8.6 (min irc psh_flag_number)))) | 0.0 | 0 | 46686579
13 | (max (sqrt (neg (abs (sqr (abs -7.0))))) (abs (sqrt 0.6))) | 1.6501505862207696e-05 | 0 | 46686579
13 | (neg (sqrt (- (neg (neg iat)) 0.9))) | 0.2778754595819965 | 0 | 46686579
13 | (sqrt (- (min -0.5 (sqrt (sqr urg_count))) -2.6)) | 2.390783022113491e-05 | 0 | 46686579
13 | (sqrt (- (min radius (sqrt (sqrt 5.6))) (/ rst_flag_number -10.0))) | 0.26005212947121603 | 0 | 46686579
13 | (max (sqrt duration) (abs (- ack_flag_number (sqrt 6.8)))) | 0.5523413686342186 | 0 | 46686579
13 | (max (sqrt duration) (abs (sqrt iat))) | 0.27756424405526064 | 0 | 46686579
13 | (max (neg (abs covariance)) -7.1) | 0.2801185381470564 | 0 | 46686579
13 | (max (sqrt (/ (+ covariance 7.8) protocol_type)) (abs 6.9)) | 0.3681452013679571 | 405 | 46686174
13 | (max (sqrt (* (abs (sqrt dns)) 1.0)) (abs 6.9)) | 0.0 | 0 | 46686579
13 | (/ (sqrt (* https -1.0)) (/ (neg -6.5) (sqrt 6.4))) | 0.4437957376781104 | 0 | 46686579
13 | (max (sqrt duration) (abs (- tcp (sqrt (sqrt -1.9))))) | 0.55213320769791 | 0 | 46686579
13 | (/ (sqrt (- ece_flag_number (- 2.8 (sqrt fin_flag_number)))) -7.5) | 0.04777994223296956 | 0 | 46686579
14 | (sqrt (min (neg (* 0.2 (sqrt 2.0))) dhcp)) | 0.0 | 0 | 46686579
14 | (max (sqrt (sqrt (max rate urg_count))) (neg 2.5)) | 0.001107544691569376 | 0 | 46686579
14 | (- (sqr -5.3) ipv) | 0.008244864505106225 | 0 | 46686579
14 | (sqr (sqrt (sqrt (abs (neg (abs rst_count)))))) | 0.6775132242325015 | 0 | 46686579
14 | (min (neg (abs ece_flag_number)) (sqr -3.3)) | 0.0001886867797338934 | 0 | 46686579
